Name,University Name,Age,course,How frequently do you use AI?,Which Generative AI tool do you use?,Should curriculum be modified keeping AI in mind?
Vivaan Naidu,Anna Univ.,19,science,Never,Bing AI,No
Aadhya Iyer,Univ. Of Delhi,20,science,Often (At least once a week),Others,Yes
Diya Reddy,Univ. Of Delhi,22,commerce,Sometimes (At least once a month),Others,Yes
Ishaan Kumar,Jadavpur Univ.,21,others,Rarely (A few times a semester at most),DALL-E,No
Shanaya Kumar,Anna Univ.,23,others,Often (At least once a week),Bing AI,Yes
Reyansh Kumar,VIT(Vellore),20,arts,Never,Research Rabbit,No
Ira Rao,Manipal Univ.,25,commerce,Often (At least once a week),Others,Yes
Vivaan Kumar,IIsc,23,science,Sometimes (At least once a month),Elicit,No
Saanvi Desai,Univ. Of Delhi,19,science,Sometimes (At least once a month),Bing AI,Yes
Diya Reddy,IIsc,18,others,Never,ChatGPT,No
Ishaan Kapoor,Anna Univ.,21,commerce,Never,Bing AI,Yes
Krishna Gupta,Anna Univ.,23,commerce,Never,ChatGPT,Yes
Ira Pandey,Univ. Of Delhi,22,arts,Never,Grammarly,No
Shanaya Rao,Univ. Of Delhi,19,others,Rarely (A few times a semester at most),Research Rabbit,No
Ayaan Joshi,Jadavpur Univ.,18,commerce,Rarely (A few times a semester at most),Others,No
Lakshmi Chopra,Anna Univ.,20,arts,Rarely (A few times a semester at most),Research Rabbit,Yes
Saanvi Naidu,Univ. Of Delhi,24,others,Often (At least once a week),Midjourney,Yes
Sai Bose,Univ. Of Delhi,20,arts,Never,Grammarly,No
Pihu Desai,Jadavpur Univ.,25,science,Sometimes (At least once a month),Elicit,No
Vihaan Kumar,Anna Univ.,25,science,Never,ChatGPT,No
Aadhya Singh,IIsc,25,science,Never,Midjourney,Yes
Ananya Iyer,Univ. Of Delhi,25,commerce,Often (At least once a week),DALL-E,Yes
Aditya Gupta,IIsc,22,others,Rarely (A few times a semester at most),Midjourney,Yes
Arjun Mehta,IIsc,22,others,Rarely (A few times a semester at most),Bing AI,No
Arjun Iyer,Univ. Of Delhi,20,arts,Often (At least once a week),Grammarly,No
Anika Naidu,IIsc,19,commerce,Never,ChatGPT,No
Ishaan Gupta,Anna Univ.,22,science,Rarely (A few times a semester at most),Grammarly,Yes
Ananya Mehta,Anna Univ.,19,science,Rarely (A few times a semester at most),Grammarly,No
Lakshmi Gupta,Univ. Of Delhi,24,others,Sometimes (At least once a month),Midjourney,Yes
Aadhya Naidu,Anna Univ.,19,commerce,Never,ChatGPT,No
Aadhya Sharma,Anna Univ.,23,commerce,Sometimes (At least once a month),Grammarly,No
Ayaan Chopra,Univ. Of Delhi,18,arts,Often (At least once a week),Bing AI,No
Saanvi Iyer,Univ. Of Delhi,24,others,Sometimes (At least once a month),Midjourney,Yes
Krishna Sharma,Jadavpur Univ.,20,arts,Sometimes (At least once a month),Bing AI,No
Aarohi Rao,IIsc,18,science,Often (At least once a week),ChatGPT,No
Vihaan Kapoor,Univ. Of Delhi,22,science,Never,Midjourney,No
Ira Sharma,IIsc,20,science,Rarely (A few times a semester at most),DALL-E,Yes
Arjun Kumar,Anna Univ.,20,commerce,Sometimes (At least once a month),ChatGPT,Yes
Aarohi Rao,Anna Univ.,20,others,Never,Elicit,Yes
Pihu Desai,Univ. Of Delhi,24,others,Never,Others,No
Reyansh Verma,Univ. Of Delhi,22,arts,Rarely (A few times a semester at most),Midjourney,No
Aditya Bose,Jadavpur Univ.,21,commerce,Never,DALL-E,No
Aarohi Naidu,Anna Univ.,20,science,Never,DALL-E,Yes
Saanvi Singh,VIT(Vellore),23,science,Never,ChatGPT,Yes
Reyansh Patel,Manipal Univ.,21,others,Often (At least once a week),ChatGPT,No
Shanaya Mehta,IIsc,21,commerce,Rarely (A few times a semester at most),Midjourney,Yes
Ira Kapoor,Univ. Of Delhi,25,commerce,Never,Midjourney,Yes
Ira Naidu,IIsc,19,arts,Never,DALL-E,Yes
Krishna Joshi,Anna Univ.,19,arts,Sometimes (At least once a month),Bing AI,Yes
Aditya Nair,Anna Univ.,24,science,Often (At least once a week),Research Rabbit,No
Saanvi Iyer,Univ. Of Delhi,25,science,Never,Midjourney,Yes
Vivaan Chopra,Univ. Of Delhi,19,science,Never,Bing AI,No
Sai Singh,Jadavpur Univ.,22,commerce,Sometimes (At least once a month),ChatGPT,No
Vivaan Kumar,Anna Univ.,19,others,Sometimes (At least once a month),Research Rabbit,No
Vivaan Pandey,IIsc,21,others,Rarely (A few times a semester at most),Others,No
Lakshmi Sharma,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Others,No
Aarohi Kapoor,IIsc,23,commerce,Never,Grammarly,No
Arjun Verma,Anna Univ.,19,science,Often (At least once a week),DALL-E,No
Ananya Gupta,Anna Univ.,20,science,Rarely (A few times a semester at most),Bing AI,No
Aarohi Pandey,Univ. Of Delhi,25,arts,Often (At least once a week),ChatGPT,No
Vihaan Pandey,Univ. Of Delhi,25,science,Often (At least once a week),Elicit,Yes
Ayaan Patel,Jadavpur Univ.,23,science,Often (At least once a week),DALL-E,Yes
Sai Bose,Anna Univ.,20,science,Rarely (A few times a semester at most),DALL-E,No
Ayaan Chopra,VIT(Vellore),24,commerce,Rarely (A few times a semester at most),Elicit,Yes
Ananya Reddy,Manipal Univ.,23,others,Rarely (A few times a semester at most),DALL-E,No
Vihaan Bose,IIsc,18,others,Rarely (A few times a semester at most),Bing AI,No
Aadhya Bose,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Others,Yes
Reyansh Desai,IIsc,21,commerce,Sometimes (At least once a month),Midjourney,No
Aditya Rao,Anna Univ.,22,science,Never,Midjourney,Yes
Ira Rao,Anna Univ.,25,science,Often (At least once a week),DALL-E,No
Lakshmi Mishra,Univ. Of Delhi,23,arts,Never,ChatGPT,No
Ishaan Das,Univ. Of Delhi,21,science,Never,Research Rabbit,No
Ira Gupta,Jadavpur Univ.,24,science,Sometimes (At least once a month),Bing AI,Yes
Aadhya Joshi,Anna Univ.,18,science,Rarely (A few times a semester at most),Midjourney,No
Ananya Pandey,IIsc,19,commerce,Often (At least once a week),DALL-E,Yes
Diya Naidu,Univ. Of Delhi,20,others,Often (At least once a week),ChatGPT,Yes
Krishna Rao,IIsc,22,others,Sometimes (At least once a month),Bing AI,Yes
Sai Joshi,Anna Univ.,18,arts,Rarely (A few times a semester at most),Grammarly,No
Saanvi Kumar,Anna Univ.,19,commerce,Sometimes (At least once a month),Bing AI,Yes
Saanvi Kapoor,Univ. Of Delhi,20,science,Rarely (A few times a semester at most),Grammarly,Yes
Anika Rao,Univ. Of Delhi,19,science,Never,ChatGPT,No
Lakshmi Singh,Jadavpur Univ.,22,others,Sometimes (At least once a month),Grammarly,No
Ananya Verma,Anna Univ.,24,arts,Never,Bing AI,Yes
Shanaya Kumar,VIT(Vellore),18,science,Rarely (A few times a semester at most),Others,No
Saanvi Sharma,Manipal Univ.,19,science,Sometimes (At least once a month),DALL-E,Yes
Ishaan Das,IIsc,18,science,Often (At least once a week),DALL-E,Yes
Ayaan Mishra,Univ. Of Delhi,24,commerce,Rarely (A few times a semester at most),Research Rabbit,Yes
Arjun Nair,IIsc,18,others,Never,Bing AI,No
Aarav Gupta,Anna Univ.,18,others,Often (At least once a week),Bing AI,Yes
Aarav Reddy,Anna Univ.,20,arts,Often (At least once a week),Others,Yes
Diya Kumar,Univ. Of Delhi,18,commerce,Sometimes (At least once a month),Others,Yes
Ananya Mehta,Univ. Of Delhi,25,science,Often (At least once a week),Elicit,Yes
Ira Bose,Jadavpur Univ.,23,science,Often (At least once a week),Grammarly,No
Vihaan Verma,Anna Univ.,22,others,Often (At least once a week),DALL-E,No
Sai Joshi,IIsc,19,commerce,Never,Elicit,No
Ayaan Iyer,Univ. Of Delhi,18,commerce,Often (At least once a week),Others,No
Shanaya Desai,IIsc,20,arts,Sometimes (At least once a month),Research Rabbit,Yes
Ananya Mehta,Anna Univ.,23,others,Rarely (A few times a semester at most),Midjourney,No
Diya Patel,Anna Univ.,21,commerce,Often (At least once a week),Others,No
Saanvi Verma,Univ. Of Delhi,21,arts,Rarely (A few times a semester at most),Others,No
Ira Kumar,Univ. Of Delhi,18,others,Sometimes (At least once a month),Midjourney,Yes
Reyansh Kumar,Jadavpur Univ.,25,arts,Sometimes (At least once a month),Others,No
Aadhya Singh,Anna Univ.,24,science,Rarely (A few times a semester at most),Others,Yes
Vivaan Desai,VIT(Vellore),18,science,Never,Bing AI,No
Sai Das,Manipal Univ.,20,science,Sometimes (At least once a month),DALL-E,Yes
Ira Iyer,IIsc,21,commerce,Often (At least once a week),Research Rabbit,No
Aditya Kapoor,Univ. Of Delhi,21,others,Never,Midjourney,Yes
Ishaan Singh,IIsc,18,others,Sometimes (At least once a month),Bing AI,No
Shanaya Sharma,Anna Univ.,20,arts,Sometimes (At least once a month),Others,Yes
Pihu Rao,Anna Univ.,21,commerce,Rarely (A few times a semester at most),ChatGPT,No
Ayaan Mishra,Univ. Of Delhi,22,science,Sometimes (At least once a month),Research Rabbit,Yes
Aditya Patel,Univ. Of Delhi,21,science,Often (At least once a week),Research Rabbit,No
Vivaan Joshi,Jadavpur Univ.,23,others,Sometimes (At least once a month),DALL-E,Yes
Arjun Patel,Anna Univ.,25,commerce,Never,Others,Yes
Ayaan Singh,IIsc,25,commerce,Never,Grammarly,No
Aarav Reddy,Univ. Of Delhi,21,arts,Never,ChatGPT,Yes
Aarohi Naidu,IIsc,22,others,Rarely (A few times a semester at most),Bing AI,Yes
Diya Pandey,Anna Univ.,22,commerce,Often (At least once a week),Bing AI,No
Vihaan Iyer,Anna Univ.,23,arts,Never,Elicit,No
Reyansh Reddy,Univ. Of Delhi,19,others,Never,Midjourney,Yes
Aadhya Mehta,Univ. Of Delhi,24,arts,Rarely (A few times a semester at most),Midjourney,Yes
Reyansh Verma,Jadavpur Univ.,23,science,Sometimes (At least once a month),ChatGPT,Yes
Shanaya Mishra,Anna Univ.,19,science,Sometimes (At least once a month),Others,Yes
Diya Gupta,VIT(Vellore),24,science,Sometimes (At least once a month),Elicit,Yes
Ishaan Singh,Manipal Univ.,21,commerce,Sometimes (At least once a month),Bing AI,No
Pihu Verma,IIsc,22,others,Never,Elicit,No
Lakshmi Rao,Univ. Of Delhi,24,others,Never,Bing AI,No
Aadhya Das,IIsc,23,arts,Never,Elicit,Yes
Aadhya Verma,Anna Univ.,21,commerce,Rarely (A few times a semester at most),Research Rabbit,Yes
Ira Mishra,Anna Univ.,19,science,Sometimes (At least once a month),ChatGPT,Yes
Aditya Nair,Univ. Of Delhi,21,science,Sometimes (At least once a month),Research Rabbit,Yes
Ayaan Verma,Univ. Of Delhi,19,others,Never,Midjourney,Yes
Shanaya Nair,Jadavpur Univ.,23,commerce,Sometimes (At least once a month),Grammarly,No
Ayaan Sharma,Anna Univ.,21,commerce,Never,Elicit,No
Saanvi Verma,IIsc,22,arts,Often (At least once a week),ChatGPT,No
Reyansh Reddy,Univ. Of Delhi,19,others,Sometimes (At least once a month),Elicit,No
Anika Rao,IIsc,22,arts,Often (At least once a week),Others,Yes
Vivaan Singh,Anna Univ.,19,science,Sometimes (At least once a month),Others,No
Ayaan Singh,Anna Univ.,18,science,Often (At least once a week),Grammarly,Yes
Aarav Das,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Reyansh Kumar,Univ. Of Delhi,25,commerce,Often (At least once a week),Research Rabbit,No
Saanvi Kapoor,Jadavpur Univ.,19,others,Sometimes (At least once a month),Elicit,No
Aadhya Patel,Anna Univ.,21,others,Never,Bing AI,No
Diya Desai,VIT(Vellore),21,arts,Rarely (A few times a semester at most),Midjourney,No
Sai Desai,Manipal Univ.,23,commerce,Rarely (A few times a semester at most),Bing AI,No
Aarohi Rao,IIsc,19,science,Never,Grammarly,Yes
Shanaya Das,Univ. Of Delhi,22,science,Often (At least once a week),ChatGPT,No
Aarohi Reddy,IIsc,23,others,Never,Research Rabbit,No
Anika Singh,Anna Univ.,25,commerce,Never,DALL-E,Yes
Vihaan Pandey,Anna Univ.,20,commerce,Sometimes (At least once a month),Others,No
Aditya Nair,Univ. Of Delhi,22,arts,Never,Others,No
Ira Patel,Univ. Of Delhi,25,arts,Often (At least once a week),Elicit,No
Saanvi Rao,Jadavpur Univ.,24,science,Rarely (A few times a semester at most),Midjourney,No
Aarohi Mehta,Anna Univ.,24,science,Sometimes (At least once a month),Elicit,No
Vivaan Iyer,IIsc,18,science,Rarely (A few times a semester at most),Others,No
Diya Das,Univ. Of Delhi,19,others,Sometimes (At least once a month),Bing AI,Yes
Vivaan Chopra,IIsc,23,arts,Often (At least once a week),Grammarly,No
Arjun Patel,Anna Univ.,18,science,Never,Grammarly,No
Anika Verma,Anna Univ.,23,science,Rarely (A few times a semester at most),Others,Yes
Saanvi Verma,Univ. Of Delhi,20,science,Never,Bing AI,Yes
Pihu Desai,Univ. Of Delhi,18,commerce,Sometimes (At least once a month),Elicit,No
Krishna Naidu,Jadavpur Univ.,25,others,Often (At least once a week),Others,Yes
Krishna Nair,Anna Univ.,19,others,Never,Midjourney,Yes
Vivaan Mehta,VIT(Vellore),18,arts,Rarely (A few times a semester at most),Elicit,Yes
Ayaan Bose,Manipal Univ.,24,commerce,Often (At least once a week),DALL-E,Yes
Anika Iyer,IIsc,24,science,Rarely (A few times a semester at most),Grammarly,Yes
Vihaan Kapoor,Univ. Of Delhi,20,science,Often (At least once a week),Research Rabbit,Yes
Reyansh Das,IIsc,23,others,Often (At least once a week),Others,Yes
Ananya Gupta,Anna Univ.,19,commerce,Sometimes (At least once a month),Research Rabbit,No
Aditya Rao,Anna Univ.,25,commerce,Sometimes (At least once a month),Others,No
Aadhya Patel,Univ. Of Delhi,22,arts,Sometimes (At least once a month),ChatGPT,No
Aarav Mehta,Univ. Of Delhi,24,others,Sometimes (At least once a month),Bing AI,Yes
Diya Mishra,Jadavpur Univ.,18,commerce,Never,Elicit,No
Ayaan Kapoor,Anna Univ.,18,arts,Never,Midjourney,No
Krishna Nair,Univ. Of Delhi,25,others,Rarely (A few times a semester at most),Bing AI,Yes
Krishna Kumar,Univ. Of Delhi,21,arts,Never,Midjourney,No
Aadhya Kumar,Jadavpur Univ.,19,science,Never,Bing AI,Yes
Ira Singh,Anna Univ.,19,science,Rarely (A few times a semester at most),Elicit,No
Ira Sharma,IIsc,20,science,Sometimes (At least once a month),Elicit,No
Aadhya Naidu,Univ. Of Delhi,22,commerce,Sometimes (At least once a month),ChatGPT,No
Anika Verma,IIsc,19,others,Sometimes (At least once a month),Research Rabbit,Yes
Ayaan Patel,Anna Univ.,23,others,Never,ChatGPT,No
Vivaan Sharma,Anna Univ.,25,arts,Never,Bing AI,No
Ayaan Mishra,Univ. Of Delhi,19,commerce,Never,Others,No
Arjun Rao,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),DALL-E,No
Reyansh Bose,Jadavpur Univ.,18,science,Often (At least once a week),Research Rabbit,Yes
Lakshmi Gupta,Anna Univ.,21,others,Sometimes (At least once a month),Grammarly,No
Aadhya Bose,VIT(Vellore),19,commerce,Often (At least once a week),Others,No
Shanaya Reddy,Manipal Univ.,25,commerce,Never,DALL-E,No
Ayaan Pandey,IIsc,22,arts,Rarely (A few times a semester at most),DALL-E,Yes
Aadhya Iyer,Univ. Of Delhi,19,others,Sometimes (At least once a month),ChatGPT,Yes
Saanvi Kumar,IIsc,24,commerce,Often (At least once a week),Bing AI,No
Aarav Nair,Anna Univ.,25,arts,Often (At least once a week),DALL-E,No
Ishaan Das,Anna Univ.,20,others,Rarely (A few times a semester at most),ChatGPT,No
Shanaya Chopra,Univ. Of Delhi,23,arts,Rarely (A few times a semester at most),Grammarly,No
Aditya Pandey,Univ. Of Delhi,24,science,Rarely (A few times a semester at most),Elicit,Yes
Reyansh Bose,Jadavpur Univ.,25,science,Never,Midjourney,Yes
Pihu Singh,Anna Univ.,21,science,Often (At least once a week),Midjourney,No
Aadhya Das,Univ. Of Delhi,23,commerce,Often (At least once a week),Elicit,No
Lakshmi Bose,Univ. Of Delhi,22,others,Sometimes (At least once a month),Midjourney,No
Aarohi Mishra,Jadavpur Univ.,24,others,Rarely (A few times a semester at most),ChatGPT,No
Aditya Kumar,Anna Univ.,25,arts,Never,Research Rabbit,Yes
Aarav Desai,IIsc,24,commerce,Rarely (A few times a semester at most),ChatGPT,Yes
Arjun Nair,Univ. Of Delhi,25,science,Sometimes (At least once a month),ChatGPT,Yes
Arjun Mishra,IIsc,23,science,Rarely (A few times a semester at most),Others,Yes
Vivaan Sharma,Anna Univ.,19,others,Often (At least once a week),DALL-E,Yes
Aarav Das,Anna Univ.,23,commerce,Never,Elicit,Yes
Vihaan Pandey,Univ. Of Delhi,21,commerce,Rarely (A few times a semester at most),Elicit,Yes
Ananya Pandey,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Midjourney,No
Shanaya Gupta,Jadavpur Univ.,20,others,Often (At least once a week),Grammarly,Yes
Reyansh Singh,Anna Univ.,21,arts,Often (At least once a week),Midjourney,No
Vivaan Patel,VIT(Vellore),20,science,Often (At least once a week),Research Rabbit,No
Ananya Verma,Manipal Univ.,25,science,Rarely (A few times a semester at most),Bing AI,No
Shanaya Naidu,IIsc,22,science,Often (At least once a week),Bing AI,No
Ayaan Singh,Univ. Of Delhi,23,commerce,Never,Midjourney,No
Ishaan Nair,IIsc,23,others,Often (At least once a week),Others,Yes
Aarohi Joshi,Anna Univ.,20,others,Never,ChatGPT,No
Shanaya Gupta,Anna Univ.,19,arts,Never,Elicit,No
Aarohi Das,Univ. Of Delhi,24,commerce,Sometimes (At least once a month),DALL-E,Yes
Shanaya Rao,Univ. Of Delhi,20,science,Sometimes (At least once a month),Bing AI,Yes
Lakshmi Naidu,Jadavpur Univ.,18,science,Sometimes (At least once a month),DALL-E,No
Aditya Sharma,Anna Univ.,25,others,Never,Research Rabbit,No
Shanaya Patel,Univ. Of Delhi,23,commerce,Sometimes (At least once a month),Midjourney,Yes
Ananya Kapoor,Univ. Of Delhi,19,commerce,Often (At least once a week),Midjourney,No
Krishna Iyer,Jadavpur Univ.,20,arts,Rarely (A few times a semester at most),Elicit,Yes
Aarav Joshi,Anna Univ.,22,arts,Often (At least once a week),ChatGPT,No
Sai Naidu,IIsc,24,science,Sometimes (At least once a month),Midjourney,Yes
Aarav Singh,Univ. Of Delhi,19,science,Never,ChatGPT,Yes
Vivaan Pandey,IIsc,18,science,Rarely (A few times a semester at most),Midjourney,No
Vihaan Chopra,Anna Univ.,25,others,Sometimes (At least once a month),Grammarly,Yes
Ishaan Kapoor,Anna Univ.,19,arts,Often (At least once a week),Bing AI,Yes
Ananya Naidu,Univ. Of Delhi,20,science,Often (At least once a week),ChatGPT,No
Ishaan Kapoor,Univ. Of Delhi,22,science,Rarely (A few times a semester at most),ChatGPT,No
Aditya Patel,Jadavpur Univ.,22,science,Often (At least once a week),Grammarly,No
Anika Joshi,Anna Univ.,20,commerce,Rarely (A few times a semester at most),Grammarly,Yes
Aadhya Reddy,VIT(Vellore),21,others,Never,Grammarly,Yes
Ananya Singh,Manipal Univ.,20,others,Often (At least once a week),Grammarly,Yes
Arjun Kapoor,IIsc,24,arts,Often (At least once a week),Elicit,Yes
Aditya Mishra,Univ. Of Delhi,18,commerce,Often (At least once a week),DALL-E,Yes
Aarav Pandey,IIsc,19,science,Rarely (A few times a semester at most),Grammarly,Yes
Krishna Mishra,Anna Univ.,22,science,Often (At least once a week),Bing AI,No
Aditya Gupta,Anna Univ.,25,others,Often (At least once a week),DALL-E,Yes
Ira Singh,Univ. Of Delhi,23,commerce,Rarely (A few times a semester at most),DALL-E,Yes
Lakshmi Chopra,Univ. Of Delhi,25,commerce,Never,DALL-E,No
Aarohi Chopra,Jadavpur Univ.,25,arts,Rarely (A few times a semester at most),DALL-E,Yes
Arjun Patel,Anna Univ.,25,others,Rarely (A few times a semester at most),ChatGPT,Yes
Sai Reddy,Univ. Of Delhi,20,commerce,Never,Elicit,No
Aarohi Desai,Univ. Of Delhi,22,arts,Rarely (A few times a semester at most),Others,Yes
Krishna Joshi,Jadavpur Univ.,25,others,Often (At least once a week),Midjourney,No
Vihaan Rao,Anna Univ.,22,arts,Sometimes (At least once a month),Research Rabbit,No
Ananya Sharma,IIsc,20,science,Rarely (A few times a semester at most),Bing AI,Yes
Aadhya Bose,Univ. Of Delhi,20,science,Often (At least once a week),Others,Yes
Shanaya Mehta,IIsc,22,science,Rarely (A few times a semester at most),DALL-E,No
Vivaan Singh,Anna Univ.,20,commerce,Rarely (A few times a semester at most),Research Rabbit,Yes
Ananya Mishra,Anna Univ.,21,others,Never,Others,No
Ira Mehta,Univ. Of Delhi,18,others,Never,ChatGPT,Yes
Lakshmi Chopra,Univ. Of Delhi,24,arts,Sometimes (At least once a month),Research Rabbit,No
